age_days,circulating_supply,first_priced_day,last_priced_day,mint,n_active_days,peak_mcap_usd,peak_price_usd,symbol
957,182323204,2024-01-01,2026-08-15,hntyVP6YFm1Hg25TN9WGLqM12b8TQmcknKrdu1oxWux,958,1843718081,10.112361111111111,HNT
835,945784116,2024-05-02,2026-08-15,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,836,1750094691,1.8504166666666666,POPCAT
613,839970440,2024-12-10,2026-08-15,9BB6NFEcjBCtnNLFko2FqVQBq8HHM13kCyYcdQbgpump,614,1725730934,2.0545138888888888,FARTCOIN
904,6557215794,2024-02-23,2026-08-15,4vMsoUT2BWatFweudnQM1xedRLfJgJ7hswhcpz4xgBTy,905,1468327734,0.2239254861111111,HONEY
905,212893306,2024-02-22,2026-08-15,27G8MtK7VtTcCHkpASjSDdkWWYfoqT6ggEuKidVJidD4,906,1264024437,5.9373611111111115,JLP
824,4315077,2024-05-13,2026-08-15,jupSoLaHXQiZZTSfEWMTRRgpnyFm8f6sZdosWBjx93v,825,1212786454,281.05791666666664,JUPSOL
884,62826497973,2024-03-14,2026-08-15,ukHH6c7mMyiWCf1b9pnWe25TSpkDDt3H5pQZgZ74J82,885,1182241770,0.01881756597222222,BOME
661,880539655,2024-10-23,2026-08-15,CzLSujWBLFsSjncfkh59rUFqvafWcY5tzedWJSuypump,662,1091225020,1.2392684583333333,GOAT
465,1052076599,2025-05-07,2026-08-15,USD1ttGY1N17NEEHLmELoaybftRBUSErhqYiQzvEmuB,466,1055686679,1.0034313854166668,USD1
844,783736185,2024-04-23,2026-08-15,TNSRxcUxoT9xBG3de7PiJyTDYu7kskLqcpddxnEJAS6,845,1055676314,1.3469791666666666,TNSR
359,999999325,2025-08-21,2026-08-15,DrZ26cKJDksVRWib3DVVsjo9eeXccc7hKhDJviiYEEZY,360,1000259508,1.0002601831683169,YZY
872,81566972554,2024-03-26,2026-08-15,MEW1gQWJ3nEXg2qgERiKu7FAFj79PHvQVREQUzScPP5,873,979052053,0.012003045138888889,MEW
569,939652725,2025-01-23,2026-08-15,DriFtupJYLTosbwoN8koMbEYSx54aFAVLddWsbksjwg7,570,949634520,1.0106228547008547,DRIFT
837,995648173,2024-04-30,2026-08-15,ZEUS1aR7aX8DFFJf5QjWj2ftDDdNTroMNGo8YoQm3Gq,838,936705272,0.94079946875,ZEUS
933,9596477174,2024-01-25,2026-08-15,63LfDmNb3MQ8mw9MtZ2To9bEA2M71kZUUGq5tiJxcqj9,934,854907467,0.08908555208333334,GIGA
957,9992470846,2024-01-01,2026-08-15,SRMuApVNdxXokk5GT7XD5cUUgXMBCoAz2LHeuAoKWRt,958,836493328,0.0837123611111111,SRM
638,999884459,2024-11-15,2026-08-15,Dfh5DzRgSvvCFDoYc2ciTkMrbDfRKybA4SoFbPmApump,639,812020036,0.8121138680555555,PIPPIN
957,68524945734,2024-01-01,2026-08-15,FoXyMu5xwXre7zEoSvzViRk3nGawHUp9kUh97y2NDhcq,958,769935345,0.011235840277777779,FOXY
446,9999981652,2025-05-26,2026-08-15,HUMA1821qVDKta3u2ovmfDQeW2fSQouSKE8fkF44wvGw,447,744283240,0.07442846052631578,HUMA
659,937307062,2024-10-25,2026-08-15,GJAFwWjJ3vnTsrQVabjBVK2TYB1YtRCQXRDfDgUnpump,660,724060427,0.7724901006944445,ACT
957,97549315,2024-01-01,2026-08-15,nosXBVoaCTtYdLvKY6Csb4AC8JCdQKKAaWYtx2ZMoo7,958,710192881,7.280347222222222,NOS
957,684372024,2024-01-01,2026-08-15,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,958,686863903,1.0036411180555556,PyUSD
592,970711532,2024-12-31,2026-08-15,8x5VqbHA8D7NkD52uNuS5nnt3PwA8pLD34ymskeSo2Wn,593,673428045,0.6937468263888888,ZEREBRO
849,999814060,2024-04-18,2026-08-15,4LLbsb5ReP3yEtYzmXewyGjcir5uXtKFURtaEUVC2AHs,850,672487303,0.6726123680555556,PRCL
957,1592200896,2024-01-01,2026-08-15,7i5KKsX2weiTkry7jA4ZwSuXGhs5eJBEjY8vVxR4pfRx,958,655540013,0.4117194097222222,GMT
536,99914500909,2025-02-25,2026-08-15,ZBCNpuD7YMXzTHB2fhGkGi78MNsHGLRXUhRewNRm9RU,537,645763725,0.006463163194444444,ZBCN
746,975262024,2024-07-30,2026-08-15,A8C3xuqscfmyLrte3VmTqrAq8kgMASius9AFNANwpump,747,644076268,0.6604135625,FWOG
494,635469434,2025-04-08,2026-08-15,2u1tszSeqZ3qBWF3uNGPFc8TzMk2tdiwknnRMWGWjGWH,495,637354124,1.0029658229166667,USDG
957,990886890,2024-01-01,2026-08-15,EchesyfXePKdLtoiZSL8pBe8Myagyy8ZRqsACNCFGnvp,958,608245214,0.6138391979166666,FIDA
632,999752905,2024-11-21,2026-08-15,Df6yfrKC8kZE3KNkrHERKzAetSxbrWeniQfyJY4Jpump,633,588784395,0.5889299166666667,CHILLGUY
689,989705631,2024-09-25,2026-08-15,ED5nyyWEzpPPiWimP8vYm7sD7TD3LAt3Q3gRTWHzPJBY,690,587146079,0.5932532465277778,MOODENG
892,690090402,2024-03-06,2026-08-15,3psH1Mj1f7yUfaD5gh6Zj7epE8hhrMkMETgv5TshQA4o,893,580922346,0.8418061527777778,BODEN
611,999956189,2024-12-12,2026-08-15,61V8vBaqAGMpgDQi4JcAwo1dmBGHsyhzodcPqnEVpump,612,574686231,0.5747114097222222,ARC
957,1688679,2024-01-01,2026-08-15,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,958,567017017,335.7754861111111,MSOL
296,997720898,2025-10-23,2026-08-15,METvsvVRapdj9cFLzq4Tr43xK4tAjQfwX76z3n6mWQL,297,565643289,0.5669353923611111,MET
957,538039257,2024-01-01,2026-08-15,DEkqHyPN7GMRJ5cArtQFAWefqbZb33Hyf6s5iCwjEonT,958,563814961,1.0479067361111112,USDe
338,1085564514,2025-09-11,2026-08-15,69RX85eQoEsnZvXGmLNjYcWgVkp9r2JjahVm99KbJETU,339,528224654,0.48658983125,HOLO
957,490072473584,2024-01-01,2026-08-15,H7ed7UgcLp3ax4X1CQ5WuWDn6d1pprfMMYiv5ejwLWWU,958,522902224,0.001066989583333333,CHONKY
610,910247296,2024-12-13,2026-08-15,KENJSUYLASHUMfHyy5o4Hp2FdNqZg1AsUPhfH2kYvEP,611,511980067,0.5624626076388889,GRIFFAIN
319,506439742,2025-09-30,2026-08-15,6FrrzDk5mQARGc1TDYoyVnSyRdds1t4PbtohCD6p3tgG,320,507464461,1.0020233783783783,USX
957,999947934,2024-01-01,2026-08-15,METAewgxyPbgwsseH8T16a39CQ5VyVxZi9zXiDPY18m,958,502442950,0.5024691111111111,MPLX
663,9999936886,2024-10-21,2026-08-15,DBRiDgJAMsM95moTzJs7M9LnkGErpbv9v6CUR1DXnUu5,664,499632194,0.04996353472222222,DBR
599,998502267,2024-12-24,2026-08-15,74SBV4zDXxTRgv1pEMoECskKBkZHc2yGPnc7GYVepump,600,493277791,0.49401769791666666,SWARMS
957,2525381884,2024-01-01,2026-08-15,SNSNkV9zfG5ZKWQs6x4hxvBRV6s8SqMfSGCtECDvdMd,707,490855872,0.19436896875,SNS
957,1417205,2024-01-01,2026-08-15,5oVNBeEEQvYi1cX3ir8Dx5n1P7pdxydbGF2X4TxVusJm,958,483911893,341.4551736111111,SCNSOL
957,73231610,2024-01-01,2026-08-15,orcaEKTdK7LKz57vaAYr9QeNsVEPfiu6QeMU1kektZE,958,473050772,6.4596527777777775,ORCA
918,1399932310,2024-02-09,2026-08-15,FS66v5XYtJAFo14LiPz5HT93EUMAHmYipCfQhLpU4ss8,919,466801523,0.33344578125,SMOG
957,4943867567,2024-01-01,2026-08-15,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,958,455012130,0.09203566319444445,GST
905,249818552,2024-02-22,2026-08-15,GDfnEsia2WLAW5t8yx2X5j2mkfA74i5kwGdDuZHt7XmG,906,438778528,1.756388888888889,CROWN
880,499984820,2024-03-18,2026-08-15,7BgBvyjrZX1YKz4oh9mjb8ZScatkkwb8DzFx7LoiVkM3,881,434530162,0.8690867083333333,SLERF
921,555385203,2024-02-06,2026-08-15,5z3EqYQo9HiCEs3R84RCDMu2n7anpDMxRhdK8PSWmrRC,922,430887779,0.7758358993055555,PONKE
957,499785983,2024-01-01,2026-08-11,DubwWZNWiNGMMeeQHPnMATNj77YZPZSAz2WVR5WjLJqz,947,426916214,0.8541980520833333,CRP
702,3396,2024-09-12,2026-08-15,cbbtcf3aa214zXHbiAZQwf4122FBYbraNdFqgw4iMij,703,422822970,124493.11538194444,cbBTC
957,10002025555,2024-01-01,2026-08-15,MAPS41MDahZ9QdKXhVa4dWB9RuyfV4XqhyAZ8XcYepb,958,414419759,0.041433583333333336,MAPS
460,999064143,2025-05-12,2026-08-15,Dz9mQ9NzkBcCsuGPFJ3r1bS4wgqKMHBPiVuniW8Mbonk,461,398881084,0.39925472916666666,USELESS
569,997382434,2025-01-23,2026-08-15,6AJcP7wuLwmRYLBNbi825wgguaPsWzPBEHcHndpRpump,570,380564909,0.38156367708333333,VINE
904,58642493,2024-02-23,2026-08-15,31k88G5Mq7ptbRDf3AM13HAq6wRQHXHikR8hik7wPygk,905,378282769,6.450659722222222,GP
957,953915090,2024-01-01,2026-08-15,HhJpBhRRn4g56VsyLuT8DL5Bv31HkXqsrahTTUCZeZg4,958,376299053,0.3944785625,MYRO
957,90390842362,2024-01-01,2026-08-15,5MAYDfq5yxtudAhtfyuMBuHZjgAbaS9tbEyEQYAhDS5y,958,358116591,0.003961868055555556,ACS
957,164787297,2024-01-01,2026-08-15,SHDWyBxihqiCj6YekG2GUr7wqKLeLAMK1gHZck9pL6y,958,358074787,2.172951388888889,SHDW
957,31447145508,2024-01-01,2026-08-15,ATLASXmbPQxBUYbxPsV97usA3fPQYEqzQBUHgiFCUsXx,958,337538482,0.010733517361111111,ATLAS
926,693676571911,2024-02-01,2026-08-15,WENWENvqqNya429ubCdR81ZmD69brwQaaBYY6p3LCpk,927,333737915,0.000481114583333333,WEN
957,2632,2024-01-01,2026-08-15,3NZ9JMVBmGAqocybic2c7LQCJScmgsAZ6vQqTDzcqmJh,958,327527567,124449.86739583334,WBTC
957,1004358,2024-01-01,2026-08-15,7Q2afV64in6N6SeZsAAB81TJzwDoD6zpqmHkzi9Dcavn,958,322529695,321.1301041666667,JSOL
704,1058914,2024-09-10,2026-08-15,Bybit2vBJGhPF52GBdNaQfUJ6ZpThSgHBobjWZpLPb4B,705,300216821,283.51399305555555,bbSOL
838,555596927,2024-04-29,2026-08-15,5mbK36SZ7J19An8jFochhQS4of8g6BwUjbeCSxBSoWdp,839,298902126,0.5379837638888889,$MICHI
249,999997523,2025-12-09,2026-08-15,WETZjtprkDMCcUxPi9PfWnowMRZkiGGHDb9rABuRZ2U,250,275955278,0.27595596180555554,WET
199,10522022804,2026-01-28,2026-08-15,SKRbvo6Gf7GondiT3BbTfuRDPqLWei4j2Qy2NPGZhW3,200,274448003,0.02608319791666667,SKR
957,2999999548,2024-01-01,2026-08-15,EswgBj2hZKdgovX2ihWSUDnuBg9VNbGmSGoH5yjNsPRa,958,272727042,0.09090902777777778,PHY
405,230179022,2025-07-06,2026-08-15,5Y8NV33Vv7WbnLfq3zBcKSdYPrk7g2KoiQoe7M2tcxp5,406,261107661,1.1343677597402597,ONyc
479,998763404,2025-04-23,2026-08-15,5UUH9RTDiSpq6HKS6bp4NdU9PNJpXRXuiw6ShBTBhgH2,480,261025033,0.2613482152777778,TROLL
655,962414282,2024-10-29,2026-08-15,9PR7nCP9DpcUotnDPVLUBUZKu5WAYkwrCUx9wDnSpump,656,260029582,0.2701846666666667,ban
936,41189214199,2024-01-22,2026-08-15,mb1eu7TzEc71KxDpsmsKoucSSuuoGLv1drys1oP2jh6,937,251486468,0.006105638888888889,MOBILE
562,999947366,2025-01-30,2026-08-15,FeR8VBqNRSUD5NtXAj2n3j1dAHkZHfyDktKuLXD4pump,563,246892921,0.24690591666666667,jellyjelly
957,621388377,2024-01-01,2026-08-15,MNDEFzGvMt87ueuHvVU9VcTqsAP5b3fTGPsHuuPA5ey,958,243041353,0.3911263263888889,MNDE
849,2307356582120,2024-04-18,2026-08-15,5LafQUrVco6o7KMz42eqVEJ9LW31StPyGjeeu5sKoMtA,850,227843531,9.87465625e-05,MUMU
957,47095,2024-01-01,2026-08-15,7vfCXTUXx5WJV5JADk17DUJ4ksgau7utNKj4b963voxs,958,225658395,4791.514861111111,WETH
931,701713,2024-01-27,2026-08-15,bSo13r4TkiE4KumL71LsHTPpL2euBYLFx6h9HP3piy1,932,222866649,317.6037152777778,BSOL
957,773638519,2024-01-01,2026-08-15,3dgCCb15HMQSA4Pn3Tfii5vRk7aRqTH95LJjxzsG2Mug,958,221495690,0.28630385416666665,HXD
957,359780865,2024-01-01,2026-08-15,poLisWXnNRwC6oBu1vHiuKQzFjGL4XDSu4g9qjz9qVk,958,219976386,0.6114176909722222,POLIS
288,22683640,2025-10-31,2026-08-15,METAwkXcqyXKy1AtsSgJ8JiUHwGCafnZL38n3vYmeta,289,215437087,9.497465277777778,META
332,190789608,2025-09-17,2026-08-15,59obFNBzyTBGowrkif5uK7ojS58vsuWz3ZCvg6tfZAGw,333,214588646,1.1247396948051949,PST
613,999938157,2024-12-10,2026-08-15,HNg5PYJmtqcmzXrv6S9zP1CDKk5BgDuyFBxbvNApump,614,210055606,0.2100685972222222,ALCH
787,979424792,2024-06-19,2026-08-15,3B5wuUrMEi5yATD7on46hKfej3pfmd7t1RKgrsN3pump,788,201480426,0.20571301388888888,BILLY
410,433517,2025-07-01,2026-08-15,XsP7xzNPvEHS1m6qfanPUGjNmdnmsLKEoNAnHjdxxyZ,411,196759204,453.86774305555554,MSTRx
409,821035,2025-07-02,2026-08-15,XsueG8BtpquVJX9LVLLEGuViXUungE6WmK5YZ3p3bd1,410,191898911,233.7279861111111,CRCLx
863,988570576,2024-04-04,2026-08-15,6D7NaB2xsLd7cauWu1wKk6KBsJohJmP2qZH9GEfVi5Ui,864,188574670,0.1907548888888889,SC
957,83457497,2024-01-01,2026-08-15,J3NKxxXZcnNiMjKw9hYb2K4LUxgwB6t1FtPtQVsv3KFr,958,183250060,2.1957291666666667,SPX
907,156753297,2024-02-20,2026-08-15,A1KLoBrKBde8Ty9qtNQUtq3C2ortoC3u7twggz7sEto6,908,179016393,1.142026329032258,USDY
885,999031206,2024-03-13,2026-08-15,6ogzHhzdrQr9Pgv6hZ2MNze7UrzBMAFyBBWUYp1Fhitx,886,175675680,0.17584603819444444,RETARDIO
805,964708527,2024-06-01,2026-08-15,3S8qX1MsMqRbiwKg2cQyx7nis1oHMgaCuc9c4VfvVdPN,806,175574976,0.18199795138888888,MOTHER
638,998447970,2024-11-15,2026-08-15,CNvitvFnSM5ed6K28RUNSaAjqqz5tX1rA5HgaBN9pump,639,173353137,0.17362260416666667,FRED
407,172273,2025-07-04,2026-08-15,Xs3eBt7uRfJX8QUs4suhyU8p2M6DoUDrJyWBa8LLZsg,408,168821553,979.964375,AMZNx
837,8853032260,2024-04-30,2026-08-15,25hAyBQfoDhfWx9ay6rarbgvWGwDdNqcHsXS3jQ3mTDJ,838,168566007,0.01904048263888889,MANEKI
780,9996499647,2024-06-26,2026-08-15,Faf89929Ni9fbg4gmVZTca7eW6NFg877Jqn6MizT3Gvw,781,164548563,0.016460618055555556,WOLF
363,959037022,2025-08-17,2026-08-15,DtR4D9FtVoTX2569gaL837ZgrB6wNjj6tkmnX9Rdk9B2,364,156437820,0.16311968867924528,AURA
905,39326049,2024-02-22,2026-08-15,GTH3wG3NErjwcf7VGCoXEXkgXSHvYhx5gtATeeM5JAS1,906,154595068,3.931111111111111,WHALES
610,996514139,2024-12-13,2026-08-15,GekTNfm84QfyP2GdAHZ5AgACBRd69aNmgA5FDhZupump,611,154099382,0.15463843055555557,GRIFT
896,6878136247,2024-03-02,2026-08-15,8wXtPeU6557ETkp9WHFY1n1EcU6NxDvbAggHGsMYiHsB,897,150987796,0.021951847222222223,GME
957,99990925,2024-01-01,2026-08-15,BRLsMczKuaR5w9vSubF4j8HwEGGprVAyyVgS4EX7DKEg,958,142279656,1.4229256979166667,CYS
889,99199816,2024-03-09,2026-08-15,FU1q8vJpZNUrmqsciSjp8bAKKidGsLmouB8CBdf8TKQv,890,139844185,1.4097222222222223,TREMP
851,11581808411469,2024-04-16,2026-08-15,69kdRLyP5DTRkpHraaSZAQbWmAwzF9guKjZfzMXzcbAs,852,137538398,1.1875381944444e-05,USA
868,999735521,2024-03-30,2026-08-15,GtDZKAqvMZMnti46ZewMiXCa4oXF4bZxwQPoKzXPFxZn,869,135304136,0.13533993055555554,NUB
957,99998917,2024-01-01,2026-08-15,AURYydfxJib1ZkTir1Jn1J9ECYUtjb6rKQVmtYaixWPP,958,135168675,1.351701388888889,AURY
957,1198287938,2024-01-01,2026-08-15,octo82drBEdm8CSDaEKBymVn86TBtgmPnDdmE64PTqJ,958,134895800,0.11257377777777777,OTK
640,3324716887,2024-11-13,2026-08-15,HAPPYwgFcjEJDzRtfWE6tiHE9zGdzpNky2FvjPHsvvGZ,641,128349160,0.03860453819444445,HAPPY
957,105017159,2024-01-01,2026-08-15,HzwqbKZw8HxMN6bF2yFZNrht3c2iXXzpKcFu7uBEDKtr,958,125766493,1.1975804097222222,EURC
957,26449828,2024-01-01,2026-08-15,3iQL8BFS2vE7mww4ehAqQHAsbmRNCrPxizWAT2Zfyr9y,958,124793593,4.718125,VIRTUAL
957,497935888,2024-01-01,2026-08-15,3bRTivrVsitbmCTGtqwp7hxXPsybkjn4XLNtPsHqa3zR,958,120939312,0.24288129166666667,LIKE
114,120711758,2026-04-23,2026-08-15,CASHx9KJUStyftLFWGvEVf59SGeG9sh5FfcnZMVPCASH,115,120751502,1.0003292465277778,CASH
410,999736207,2025-07-01,2026-08-15,FRAGMEWj2z65qM62zqKhNtwNFskdfKs4ekDUDX3b4VD5,411,119218514,0.11924997109826589,FRAG
746,977335582,2024-07-30,2026-08-15,GiG7Hr61RVm4CSUxJmgiCoySFQtdiwxtqf64MsRppump,747,119205336,0.12196970833333333,SCF
851,2009793,2024-04-16,2026-08-13,PUPS8ZgJ5po4UmNDfqtDMCPP6M1KP3EEzG9Zufcwzrg,830,117905157,58.6653125,PUPS
463,9998238938,2025-05-09,2026-08-15,DvjbEsdca43oQcw2h3HW1CT7N3x5vRcr3QrvTUHnXvgV,464,114133716,0.011415381944444443,DOOD
409,229183,2025-07-02,2026-08-15,XsDoVfqeBukxuZHWhdvWHBhgEHjGNst4MLodqsJHzoB,410,112105267,489.15270833333335,TSLAx
935,999980256,2024-01-23,2024-10-19,BCpa4PVRovJv9EszgYvLRh1WqHq1PjE6LCr9EBdWGSa9,271,107180634,0.10718275,RABBIT
957,443023421,2024-01-01,2026-08-15,HxhWkVpk5NS4Ltg5nij2G671CKXFRKPK8vy271Ub4uEK,958,101385822,0.22884980208333333,HXRO
