age_days,circulating_supply,first_priced_day,last_priced_day,mint,n_active_days,peak_mcap_usd,peak_price_usd,symbol
551,9999618,2025-02-11,2026-08-16,2Wu1g2ft7qZHfTpfzP3wLdfPeV1is4EwQ3CXBfRYAciD,552,3200326231,320.0448611111111,GOHOME
690,999884425,2024-09-25,2026-08-16,HDa3zJc12ahykSsBRvgiWzr6WLEByf36yzKKbVvy4gnF,691,3117486877,3.117847222222222,SOS
586,2399992598,2025-01-07,2026-08-16,SonicxvLud67EceaEzCLRnMTBqzYUUYNr93DBkBdDES,587,2475916666,1.031635125925926,SONIC
906,7716376,2024-02-22,2026-08-16,J1toso1uCk3RLmjorhTtrVwY9HJ7X8V9yYac6Y7kGCPn,907,2417089320,313.2415277777778,JITOSOL
656,1085081466,2024-10-29,2026-08-16,HeLp6NuQkmYB4pYWo2zYs22mESHXPQYzXbB8n4V98jwC,657,2410651648,2.2216319444444443,AI16Z
958,483733,2024-01-01,2026-08-16,2FPyTwcZLUg1MDrwsyoP4D6s1tM7hAkHYRjkNb5w6Pxk,959,2318391479,4792.704236111111,soETH
958,16150,2024-01-01,2026-08-16,9n4nbM75f5Ui33ZbPYXn59EwSgE8CGsHtAeTH5YFeJ9E,959,2010318611,124478.18958333334,BTC
838,8313674274,2024-04-30,2026-08-16,KMNo3nJsBXfcpJTVhZcXLW7RmTwTt4GVFE7suUBo9sS,839,1978031818,0.23792510416666668,KMNO
643,939086363,2024-11-11,2026-08-16,2qEHjDLDLbuBgRYvsxhc5D6uDWAivNFZGan56P1tpump,644,1857467176,1.9779513888888889,PNUT
958,182513508,2024-01-01,2026-08-16,hntyVP6YFm1Hg25TN9WGLqM12b8TQmcknKrdu1oxWux,959,1845642497,10.112361111111111,HNT
836,945784114,2024-05-02,2026-08-16,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,837,1750094688,1.8504166666666666,POPCAT
614,839970437,2024-12-10,2026-08-16,9BB6NFEcjBCtnNLFko2FqVQBq8HHM13kCyYcdQbgpump,615,1725730930,2.0545138888888888,FARTCOIN
905,6557215794,2024-02-23,2026-08-16,4vMsoUT2BWatFweudnQM1xedRLfJgJ7hswhcpz4xgBTy,906,1468327734,0.2239254861111111,HONEY
906,212843068,2024-02-22,2026-08-16,27G8MtK7VtTcCHkpASjSDdkWWYfoqT6ggEuKidVJidD4,907,1263726157,5.9373611111111115,JLP
825,4315198,2024-05-13,2026-08-16,jupSoLaHXQiZZTSfEWMTRRgpnyFm8f6sZdosWBjx93v,826,1212820612,281.05791666666664,JUPSOL
885,62826497865,2024-03-14,2026-08-16,ukHH6c7mMyiWCf1b9pnWe25TSpkDDt3H5pQZgZ74J82,886,1182241768,0.01881756597222222,BOME
662,880539655,2024-10-23,2026-08-16,CzLSujWBLFsSjncfkh59rUFqvafWcY5tzedWJSuypump,663,1091225020,1.2392684583333333,GOAT
466,1052093267,2025-05-07,2026-08-16,USD1ttGY1N17NEEHLmELoaybftRBUSErhqYiQzvEmuB,467,1055703404,1.0034313854166668,USD1
845,783736185,2024-04-23,2026-08-16,TNSRxcUxoT9xBG3de7PiJyTDYu7kskLqcpddxnEJAS6,846,1055676314,1.3469791666666666,TNSR
360,999999325,2025-08-21,2026-08-16,DrZ26cKJDksVRWib3DVVsjo9eeXccc7hKhDJviiYEEZY,361,1000259508,1.0002601831683169,YZY
873,81566972543,2024-03-26,2026-08-16,MEW1gQWJ3nEXg2qgERiKu7FAFj79PHvQVREQUzScPP5,874,979052053,0.012003045138888889,MEW
570,939652725,2025-01-23,2026-08-16,DriFtupJYLTosbwoN8koMbEYSx54aFAVLddWsbksjwg7,571,949634520,1.0106228547008547,DRIFT
838,995648173,2024-04-30,2026-08-16,ZEUS1aR7aX8DFFJf5QjWj2ftDDdNTroMNGo8YoQm3Gq,839,936705272,0.94079946875,ZEUS
934,9596477174,2024-01-25,2026-08-16,63LfDmNb3MQ8mw9MtZ2To9bEA2M71kZUUGq5tiJxcqj9,935,854907467,0.08908555208333334,GIGA
958,9992470844,2024-01-01,2026-08-16,SRMuApVNdxXokk5GT7XD5cUUgXMBCoAz2LHeuAoKWRt,959,836493328,0.0837123611111111,SRM
639,999884458,2024-11-15,2026-08-16,Dfh5DzRgSvvCFDoYc2ciTkMrbDfRKybA4SoFbPmApump,640,812020035,0.8121138680555555,PIPPIN
958,68524255734,2024-01-01,2026-08-16,FoXyMu5xwXre7zEoSvzViRk3nGawHUp9kUh97y2NDhcq,959,769927593,0.011235840277777779,FOXY
447,9999981652,2025-05-26,2026-08-16,HUMA1821qVDKta3u2ovmfDQeW2fSQouSKE8fkF44wvGw,448,744283240,0.07442846052631578,HUMA
660,937307062,2024-10-25,2026-08-16,GJAFwWjJ3vnTsrQVabjBVK2TYB1YtRCQXRDfDgUnpump,661,724060427,0.7724901006944445,ACT
958,97549315,2024-01-01,2026-08-16,nosXBVoaCTtYdLvKY6Csb4AC8JCdQKKAaWYtx2ZMoo7,959,710192881,7.280347222222222,NOS
958,684351467,2024-01-01,2026-08-16,2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,959,686843271,1.0036411180555556,PyUSD
593,970711528,2024-12-31,2026-08-16,8x5VqbHA8D7NkD52uNuS5nnt3PwA8pLD34ymskeSo2Wn,594,673428042,0.6937468263888888,ZEREBRO
850,999814060,2024-04-18,2026-08-16,4LLbsb5ReP3yEtYzmXewyGjcir5uXtKFURtaEUVC2AHs,851,672487303,0.6726123680555556,PRCL
958,1592200896,2024-01-01,2026-08-16,7i5KKsX2weiTkry7jA4ZwSuXGhs5eJBEjY8vVxR4pfRx,959,655540013,0.4117194097222222,GMT
537,99914500909,2025-02-25,2026-08-16,ZBCNpuD7YMXzTHB2fhGkGi78MNsHGLRXUhRewNRm9RU,538,645763725,0.006463163194444444,ZBCN
747,975262024,2024-07-30,2026-08-16,A8C3xuqscfmyLrte3VmTqrAq8kgMASius9AFNANwpump,748,644076267,0.6604135625,FWOG
495,635452996,2025-04-08,2026-08-16,2u1tszSeqZ3qBWF3uNGPFc8TzMk2tdiwknnRMWGWjGWH,496,637337637,1.0029658229166667,USDG
958,990886890,2024-01-01,2026-08-16,EchesyfXePKdLtoiZSL8pBe8Myagyy8ZRqsACNCFGnvp,959,608245214,0.6138391979166666,FIDA
633,999752905,2024-11-21,2026-08-16,Df6yfrKC8kZE3KNkrHERKzAetSxbrWeniQfyJY4Jpump,634,588784395,0.5889299166666667,CHILLGUY
690,989705631,2024-09-25,2026-08-16,ED5nyyWEzpPPiWimP8vYm7sD7TD3LAt3Q3gRTWHzPJBY,691,587146079,0.5932532465277778,MOODENG
893,690090402,2024-03-06,2026-08-16,3psH1Mj1f7yUfaD5gh6Zj7epE8hhrMkMETgv5TshQA4o,894,580922346,0.8418061527777778,BODEN
612,999956189,2024-12-12,2026-08-16,61V8vBaqAGMpgDQi4JcAwo1dmBGHsyhzodcPqnEVpump,613,574686231,0.5747114097222222,ARC
958,1688677,2024-01-01,2026-08-16,mSoLzYCxHdYgdzU16g5QSh3i5K3z3KZK7ytfqcJm7So,959,567016202,335.7754861111111,MSOL
297,997720897,2025-10-23,2026-08-16,METvsvVRapdj9cFLzq4Tr43xK4tAjQfwX76z3n6mWQL,298,565643288,0.5669353923611111,MET
958,538039257,2024-01-01,2026-08-16,DEkqHyPN7GMRJ5cArtQFAWefqbZb33Hyf6s5iCwjEonT,959,563814961,1.0479067361111112,USDe
339,1085612553,2025-09-11,2026-08-16,69RX85eQoEsnZvXGmLNjYcWgVkp9r2JjahVm99KbJETU,340,528248029,0.48658983125,HOLO
958,490072473584,2024-01-01,2026-08-16,H7ed7UgcLp3ax4X1CQ5WuWDn6d1pprfMMYiv5ejwLWWU,959,522902224,0.001066989583333333,CHONKY
611,910247296,2024-12-13,2026-08-16,KENJSUYLASHUMfHyy5o4Hp2FdNqZg1AsUPhfH2kYvEP,612,511980067,0.5624626076388889,GRIFFAIN
320,506439742,2025-09-30,2026-08-16,6FrrzDk5mQARGc1TDYoyVnSyRdds1t4PbtohCD6p3tgG,321,507464461,1.0020233783783783,USX
958,999947934,2024-01-01,2026-08-16,METAewgxyPbgwsseH8T16a39CQ5VyVxZi9zXiDPY18m,959,502442950,0.5024691111111111,MPLX
664,9999936886,2024-10-21,2026-08-16,DBRiDgJAMsM95moTzJs7M9LnkGErpbv9v6CUR1DXnUu5,665,499632194,0.04996353472222222,DBR
600,998502265,2024-12-24,2026-08-16,74SBV4zDXxTRgv1pEMoECskKBkZHc2yGPnc7GYVepump,601,493277790,0.49401769791666666,SWARMS
958,2525381884,2024-01-01,2026-08-16,SNSNkV9zfG5ZKWQs6x4hxvBRV6s8SqMfSGCtECDvdMd,708,490855872,0.19436896875,SNS
958,1417205,2024-01-01,2026-08-16,5oVNBeEEQvYi1cX3ir8Dx5n1P7pdxydbGF2X4TxVusJm,959,483911893,341.4551736111111,SCNSOL
958,73231610,2024-01-01,2026-08-16,orcaEKTdK7LKz57vaAYr9QeNsVEPfiu6QeMU1kektZE,959,473050772,6.4596527777777775,ORCA
919,1399932098,2024-02-09,2026-08-15,FS66v5XYtJAFo14LiPz5HT93EUMAHmYipCfQhLpU4ss8,919,466801452,0.33344578125,SMOG
958,4943867567,2024-01-01,2026-08-16,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,959,455012130,0.09203566319444445,GST
906,249818552,2024-02-22,2026-08-16,GDfnEsia2WLAW5t8yx2X5j2mkfA74i5kwGdDuZHt7XmG,907,438778528,1.756388888888889,CROWN
881,499984820,2024-03-18,2026-08-16,7BgBvyjrZX1YKz4oh9mjb8ZScatkkwb8DzFx7LoiVkM3,882,434530162,0.8690867083333333,SLERF
922,555385203,2024-02-06,2026-08-16,5z3EqYQo9HiCEs3R84RCDMu2n7anpDMxRhdK8PSWmrRC,923,430887778,0.7758358993055555,PONKE
958,499785983,2024-01-01,2026-08-11,DubwWZNWiNGMMeeQHPnMATNj77YZPZSAz2WVR5WjLJqz,947,426916214,0.8541980520833333,CRP
703,3396,2024-09-12,2026-08-16,cbbtcf3aa214zXHbiAZQwf4122FBYbraNdFqgw4iMij,704,422822970,124493.11538194444,cbBTC
958,10002025555,2024-01-01,2026-08-16,MAPS41MDahZ9QdKXhVa4dWB9RuyfV4XqhyAZ8XcYepb,959,414419759,0.041433583333333336,MAPS
461,999064143,2025-05-12,2026-08-16,Dz9mQ9NzkBcCsuGPFJ3r1bS4wgqKMHBPiVuniW8Mbonk,462,398881084,0.39925472916666666,USELESS
570,997382434,2025-01-23,2026-08-16,6AJcP7wuLwmRYLBNbi825wgguaPsWzPBEHcHndpRpump,571,380564909,0.38156367708333333,VINE
905,58642461,2024-02-23,2026-08-16,31k88G5Mq7ptbRDf3AM13HAq6wRQHXHikR8hik7wPygk,906,378282559,6.450659722222222,GP
958,953915075,2024-01-01,2026-08-16,HhJpBhRRn4g56VsyLuT8DL5Bv31HkXqsrahTTUCZeZg4,959,376299048,0.3944785625,MYRO
958,90391971097,2024-01-01,2026-08-16,5MAYDfq5yxtudAhtfyuMBuHZjgAbaS9tbEyEQYAhDS5y,959,358121063,0.003961868055555556,ACS
958,164787262,2024-01-01,2026-08-16,SHDWyBxihqiCj6YekG2GUr7wqKLeLAMK1gHZck9pL6y,959,358074710,2.172951388888889,SHDW
958,31447145508,2024-01-01,2026-08-16,ATLASXmbPQxBUYbxPsV97usA3fPQYEqzQBUHgiFCUsXx,959,337538482,0.010733517361111111,ATLAS
927,693676571256,2024-02-01,2026-08-16,WENWENvqqNya429ubCdR81ZmD69brwQaaBYY6p3LCpk,928,333737915,0.000481114583333333,WEN
958,2632,2024-01-01,2026-08-16,3NZ9JMVBmGAqocybic2c7LQCJScmgsAZ6vQqTDzcqmJh,959,327527566,124449.86739583334,WBTC
958,1004358,2024-01-01,2026-08-16,7Q2afV64in6N6SeZsAAB81TJzwDoD6zpqmHkzi9Dcavn,959,322529695,321.1301041666667,JSOL
705,1061755,2024-09-10,2026-08-16,Bybit2vBJGhPF52GBdNaQfUJ6ZpThSgHBobjWZpLPb4B,706,301022485,283.51399305555555,bbSOL
839,555596927,2024-04-29,2026-08-16,5mbK36SZ7J19An8jFochhQS4of8g6BwUjbeCSxBSoWdp,840,298902126,0.5379837638888889,$MICHI
250,999997523,2025-12-09,2026-08-16,WETZjtprkDMCcUxPi9PfWnowMRZkiGGHDb9rABuRZ2U,251,275955278,0.27595596180555554,WET
200,10522022083,2026-01-28,2026-08-16,SKRbvo6Gf7GondiT3BbTfuRDPqLWei4j2Qy2NPGZhW3,201,274447984,0.02608319791666667,SKR
958,2999999548,2024-01-01,2026-08-16,EswgBj2hZKdgovX2ihWSUDnuBg9VNbGmSGoH5yjNsPRa,959,272727042,0.09090902777777778,PHY
406,230453765,2025-07-06,2026-08-16,5Y8NV33Vv7WbnLfq3zBcKSdYPrk7g2KoiQoe7M2tcxp5,407,261404751,1.1343045347222223,ONyc
480,998763404,2025-04-23,2026-08-16,5UUH9RTDiSpq6HKS6bp4NdU9PNJpXRXuiw6ShBTBhgH2,481,261025033,0.2613482152777778,TROLL
656,962414282,2024-10-29,2026-08-16,9PR7nCP9DpcUotnDPVLUBUZKu5WAYkwrCUx9wDnSpump,657,260029582,0.2701846666666667,ban
937,41189214199,2024-01-22,2026-08-16,mb1eu7TzEc71KxDpsmsKoucSSuuoGLv1drys1oP2jh6,938,251486468,0.006105638888888889,MOBILE
563,999947366,2025-01-30,2026-08-16,FeR8VBqNRSUD5NtXAj2n3j1dAHkZHfyDktKuLXD4pump,564,246892921,0.24690591666666667,jellyjelly
958,621388377,2024-01-01,2026-08-16,MNDEFzGvMt87ueuHvVU9VcTqsAP5b3fTGPsHuuPA5ey,959,243041353,0.3911263263888889,MNDE
850,2307356582120,2024-04-18,2026-08-16,5LafQUrVco6o7KMz42eqVEJ9LW31StPyGjeeu5sKoMtA,851,227843531,9.87465625e-05,MUMU
958,47068,2024-01-01,2026-08-16,7vfCXTUXx5WJV5JADk17DUJ4ksgau7utNKj4b963voxs,959,225525812,4791.514861111111,WETH
932,701713,2024-01-27,2026-08-16,bSo13r4TkiE4KumL71LsHTPpL2euBYLFx6h9HP3piy1,933,222866651,317.6037152777778,BSOL
958,773638491,2024-01-01,2026-08-16,3dgCCb15HMQSA4Pn3Tfii5vRk7aRqTH95LJjxzsG2Mug,959,221495682,0.28630385416666665,HXD
958,359780865,2024-01-01,2026-08-16,poLisWXnNRwC6oBu1vHiuKQzFjGL4XDSu4g9qjz9qVk,959,219976386,0.6114176909722222,POLIS
333,191860941,2025-09-17,2026-08-16,59obFNBzyTBGowrkif5uK7ojS58vsuWz3ZCvg6tfZAGw,334,215826358,1.124910347826087,PST
289,22683640,2025-10-31,2026-08-16,METAwkXcqyXKy1AtsSgJ8JiUHwGCafnZL38n3vYmeta,290,215437087,9.497465277777778,META
614,999938157,2024-12-10,2026-08-16,HNg5PYJmtqcmzXrv6S9zP1CDKk5BgDuyFBxbvNApump,615,210055606,0.2100685972222222,ALCH
788,979424792,2024-06-19,2026-08-16,3B5wuUrMEi5yATD7on46hKfej3pfmd7t1RKgrsN3pump,789,201480426,0.20571301388888888,BILLY
411,433517,2025-07-01,2026-08-16,XsP7xzNPvEHS1m6qfanPUGjNmdnmsLKEoNAnHjdxxyZ,412,196759203,453.86774305555554,MSTRx
410,821035,2025-07-02,2026-08-16,XsueG8BtpquVJX9LVLLEGuViXUungE6WmK5YZ3p3bd1,411,191898911,233.7279861111111,CRCLx
864,988570576,2024-04-04,2026-08-16,6D7NaB2xsLd7cauWu1wKk6KBsJohJmP2qZH9GEfVi5Ui,865,188574670,0.1907548888888889,SC
958,83455099,2024-01-01,2026-08-16,J3NKxxXZcnNiMjKw9hYb2K4LUxgwB6t1FtPtQVsv3KFr,959,183244796,2.1957291666666667,SPX
908,156753347,2024-02-20,2026-08-16,A1KLoBrKBde8Ty9qtNQUtq3C2ortoC3u7twggz7sEto6,909,179152486,1.1428941666666668,USDY
886,999031206,2024-03-13,2026-08-16,6ogzHhzdrQr9Pgv6hZ2MNze7UrzBMAFyBBWUYp1Fhitx,887,175675680,0.17584603819444444,RETARDIO
806,964708521,2024-06-01,2026-08-16,3S8qX1MsMqRbiwKg2cQyx7nis1oHMgaCuc9c4VfvVdPN,807,175574974,0.18199795138888888,MOTHER
639,998447970,2024-11-15,2026-08-16,CNvitvFnSM5ed6K28RUNSaAjqqz5tX1rA5HgaBN9pump,640,173353137,0.17362260416666667,FRED
408,172273,2025-07-04,2026-08-16,Xs3eBt7uRfJX8QUs4suhyU8p2M6DoUDrJyWBa8LLZsg,409,168821549,979.964375,AMZNx
838,8853032260,2024-04-30,2026-08-16,25hAyBQfoDhfWx9ay6rarbgvWGwDdNqcHsXS3jQ3mTDJ,839,168566007,0.01904048263888889,MANEKI
781,9996499645,2024-06-26,2026-08-16,Faf89929Ni9fbg4gmVZTca7eW6NFg877Jqn6MizT3Gvw,782,164548563,0.016460618055555556,WOLF
364,959037022,2025-08-17,2026-08-16,DtR4D9FtVoTX2569gaL837ZgrB6wNjj6tkmnX9Rdk9B2,365,156437820,0.16311968867924528,AURA
906,39326049,2024-02-22,2026-08-16,GTH3wG3NErjwcf7VGCoXEXkgXSHvYhx5gtATeeM5JAS1,907,154595068,3.931111111111111,WHALES
611,996514139,2024-12-13,2026-08-16,GekTNfm84QfyP2GdAHZ5AgACBRd69aNmgA5FDhZupump,612,154099382,0.15463843055555557,GRIFT
897,6878135569,2024-03-02,2026-08-16,8wXtPeU6557ETkp9WHFY1n1EcU6NxDvbAggHGsMYiHsB,898,150987781,0.021951847222222223,GME
958,99990925,2024-01-01,2026-08-16,BRLsMczKuaR5w9vSubF4j8HwEGGprVAyyVgS4EX7DKEg,959,142279656,1.4229256979166667,CYS
890,99199816,2024-03-09,2026-08-16,FU1q8vJpZNUrmqsciSjp8bAKKidGsLmouB8CBdf8TKQv,891,139844185,1.4097222222222223,TREMP
852,11581808411469,2024-04-16,2026-08-16,69kdRLyP5DTRkpHraaSZAQbWmAwzF9guKjZfzMXzcbAs,853,137538398,1.1875381944444e-05,USA
869,999735519,2024-03-30,2026-08-16,GtDZKAqvMZMnti46ZewMiXCa4oXF4bZxwQPoKzXPFxZn,870,135304136,0.13533993055555554,NUB
958,99998917,2024-01-01,2026-08-16,AURYydfxJib1ZkTir1Jn1J9ECYUtjb6rKQVmtYaixWPP,959,135168675,1.351701388888889,AURY
958,1198281008,2024-01-01,2026-08-16,octo82drBEdm8CSDaEKBymVn86TBtgmPnDdmE64PTqJ,959,134895020,0.11257377777777777,OTK
641,3324716887,2024-11-13,2026-08-16,HAPPYwgFcjEJDzRtfWE6tiHE9zGdzpNky2FvjPHsvvGZ,642,128349160,0.03860453819444445,HAPPY
958,105017159,2024-01-01,2026-08-16,HzwqbKZw8HxMN6bF2yFZNrht3c2iXXzpKcFu7uBEDKtr,959,125766493,1.1975804097222222,EURC
958,26451185,2024-01-01,2026-08-16,3iQL8BFS2vE7mww4ehAqQHAsbmRNCrPxizWAT2Zfyr9y,959,124799998,4.718125,VIRTUAL
115,121713544,2026-04-23,2026-08-16,CASHx9KJUStyftLFWGvEVf59SGeG9sh5FfcnZMVPCASH,116,121753618,1.0003292465277778,CASH
958,497935888,2024-01-01,2026-08-16,3bRTivrVsitbmCTGtqwp7hxXPsybkjn4XLNtPsHqa3zR,959,120939312,0.24288129166666667,LIKE
411,999736207,2025-07-01,2026-08-16,FRAGMEWj2z65qM62zqKhNtwNFskdfKs4ekDUDX3b4VD5,412,119218514,0.11924997109826589,FRAG
747,977335582,2024-07-30,2026-08-16,GiG7Hr61RVm4CSUxJmgiCoySFQtdiwxtqf64MsRppump,748,119205336,0.12196970833333333,SCF
852,2009793,2024-04-16,2026-08-13,PUPS8ZgJ5po4UmNDfqtDMCPP6M1KP3EEzG9Zufcwzrg,830,117905117,58.6653125,PUPS
464,9998238938,2025-05-09,2026-08-16,DvjbEsdca43oQcw2h3HW1CT7N3x5vRcr3QrvTUHnXvgV,465,114133716,0.011415381944444443,DOOD
410,229183,2025-07-02,2026-08-16,XsDoVfqeBukxuZHWhdvWHBhgEHjGNst4MLodqsJHzoB,411,112105261,489.15270833333335,TSLAx
936,999980256,2024-01-23,2024-10-19,BCpa4PVRovJv9EszgYvLRh1WqHq1PjE6LCr9EBdWGSa9,271,107180634,0.10718275,RABBIT
958,443023421,2024-01-01,2026-08-16,HxhWkVpk5NS4Ltg5nij2G671CKXFRKPK8vy271Ub4uEK,959,101385822,0.22884980208333333,HXRO
925,1994840977691,2024-02-03,2026-08-14,7x4FgiFfeqzs1tiUNvJzpt47GtLXAJ8Jfn8G1Hyyu6JH,924,99809444,5.0033784722222e-05,SMILEK
884,998045870,2024-03-15,2026-08-15,D8r8XTuCrUhLheWeGXSwC3G92RhASficV3YA7B2XWcLv,884,98723818,0.09891711458333333,BAG
278,9499890328,2025-11-11,2026-08-16,DuMbhu7mvQvqQHGcnikDgb4XegXJRyhUBfdU22uELiZA,279,97887002,0.010304013888888889,elizaOS
499,993070132,2025-04-04,2026-08-16,DitHyRMQiSDhn5cnKMJV2CDDt6sVct96YrECiM49pump,500,96944737,0.09762123958333334,HOUSE
958,93347357,2024-01-01,2026-08-16,a11bdAAuV8iB2fu7X6AxAvDTo1QZ8FXB3kk5eecdasp,959,95778339,1.026042326388889,ABR
647,999651535,2024-11-07,2026-08-16,39qibQxVzemuZTEvjSB7NePhw9WyyHdQCqP8xmBMpump,648,95641966,0.09567530555555556,MEMESAI
583,998619323,2025-01-10,2026-08-15,98mb39tPFKQJ4Bif8iVg9mYb9wsfPZgpgN1sxoVTpump,583,93130942,0.0932597037037037,LLM
886,53800931,2024-03-13,2026-08-16,3TWgDvYBL2YPET2LxnWAwsMeoA8aL4DutNuwat2pKCjC,887,91446638,1.6997222222222221,KHAI
410,597381,2025-07-02,2026-08-16,XsvNBAYkrDRNhA7wPHQfX3ZUXZyZLdnCQDfHZ56bzpg,411,89867307,150.43545138888888,HOODx
958,4420286164,2024-01-01,2026-08-16,7xKXtg2CW87d97TXJSDpbD5jBkheTqA83TZRuJosgAsU,959,86921152,0.019664145833333334,SAMO
878,419952719870,2024-03-21,2026-08-16,9Ttyez3xiruyj6cqaR495hbBkJU6SUWdV6AmQ9MvbyyS,879,86013173,0.000204816326530612,SMOLE
611,999929564,2024-12-13,2026-08-13,92cRC6kV5D7TiHX1j56AbkPbffo9jwcXxSDQZ8Mopump,605,85958313,0.08596436805555556,FXN
958,999796758,2024-01-01,2026-08-16,7EYnhQoR9YM3N7UoaKRoA44Uy8JeaZV3qyouov87awMs,959,80934308,0.08095076041666667,SILLY
793,989646942,2024-06-14,2026-08-16,8Ki8DpuWNxu9VsS3kQbarsCWMcFGWkzzA8pUPto9zBd5,794,80715148,0.08155953819444445,$LOCKIN
814,865407093,2024-05-24,2026-08-12,8vCAUbxejdtaxn6jnX5uaQTyTZLmXALg9u1bvFCAjtx7,792,80672982,0.09321969097222223,ZACK
191,76643210,2026-02-06,2026-08-16,3ThdFZQKM6kRyVGLG48kaPg5TRMhYMKY1iCRa9xop1WC,192,79702796,1.0399198576388888,eUSX
958,3011252089,2024-01-01,2026-08-16,SCSuPPNUSypLBsV4darsrYNg4ANPgaGhKhsA3GmMyjz,959,79115703,0.02627335763888889,SCS
905,38185350,2024-02-23,2026-08-16,LFNTYraetVioAPnGJht4yNg2aUZFXR776cMeN9VMjXp,906,78676406,2.0603819444444444,LFNTY
905,677080492,2024-02-23,2026-08-16,45EgCwcPXYagBC7KqBin4nCFgEZWN7f3Y6nACwxqMCWX,906,78623586,0.11612147569444445,MOUTAI
877,981204571759,2024-03-22,2025-07-20,5hmf8Jt9puwoqiFQTb3vr22732ZTKYRLRw9Vo7tN3rcz,486,76459923,7.7924548611111e-05,BABY
